timestamp,pupil,eda,eeg,hr,kss
2025-01-03 00:00:00,2.283763792372042,1.6612793046413814,12.724261658207872,54.33537496371665,4
2025-01-03 00:00:01,4.558105574470291,2.231836542566416,9.109076859083993,78.33933019420893,8
2025-01-03 00:00:02,6.63654203392197,4.8106451044920195,3.60176953187256,59.30567610011764,1
2025-01-03 00:00:03,2.718725153234444,2.783442575854442,21.090615273640363,50.869145162151675,9
2025-01-03 00:00:04,4.714245747793919,1.2968316526958001,15.893943022039775,70.61354010095765,4
2025-01-03 00:00:05,6.008518531338852,2.11961024558528,21.875183865020794,89.04420160993618,4
2025-01-03 00:00:06,4.481123342529797,9.416199895661313,17.734013366239463,104.84687043622914,8
2025-01-03 00:00:07,7.327539878989925,2.0080524633633456,8.17985357759506,108.20444845890748,6
2025-01-03 00:00:08,7.933369189587998,11.671657816182146,19.319233871321252,68.90757919043456,5
2025-01-03 00:00:09,6.999850714398493,11.309709302848594,15.765501575497769,70.14056917057593,6
2025-01-03 00:00:10,5.878948107174341,10.98608804251668,3.459802029859746,78.33194860070464,3
2025-01-03 00:00:11,7.413633932731845,3.4462856432532454,11.693044804521193,51.581501446638285,8
2025-01-03 00:00:12,3.492848344263066,5.079873433133363,3.3215957466955977,56.75908209802876,2
2025-01-03 00:00:13,6.049189145294625,0.8486176333985251,14.525557751298361,96.1738616269846,1
2025-01-03 00:00:14,4.18655467151622,9.616825178699901,14.156708758756613,88.51162855064595,1
2025-01-03 00:00:15,5.9175307106374,6.1444960536721265,7.297440440534153,70.63649526493572,9
2025-01-03 00:00:16,3.4621369932365407,6.45960176413344,8.42786466328163,84.2736578851364,1
2025-01-03 00:00:17,7.669743979473537,4.5218403073906535,14.840347782270406,55.347126299847496,5
2025-01-03 00:00:18,7.998137100569354,9.516519814450183,14.028220899308199,55.6070962569013,8
2025-01-03 00:00:19,2.1997582412332726,6.372445595834495,22.53158106417408,113.19319744735978,7
2025-01-03 00:00:20,6.002018989287043,4.158123816881116,17.564825525789335,114.78214883619523,6
2025-01-03 00:00:21,4.73665533489573,5.330466383967499,5.112365444337523,101.23190479965933,6
2025-01-03 00:00:22,4.500152506100659,11.331675999307485,15.21710723384788,98.99608445886955,7
2025-01-03 00:00:23,5.189723861752476,5.745216501541873,4.127016139258634,71.38291558778238,1
2025-01-03 00:00:24,2.708393758836543,11.80870055320086,11.807498403711074,107.65708962943174,5
2025-01-03 00:00:25,5.830463849173576,2.5914853955332657,13.638874188784754,87.10818727676896,5
2025-01-03 00:00:26,7.01075184054006,5.578851877447763,12.776204986162435,87.33774312044406,2
2025-01-03 00:00:27,6.646344946410638,3.3596419831190936,4.805108611412887,105.93911806750657,7
2025-01-03 00:00:28,6.589460169644558,4.812052276791059,4.015485053920231,82.46069474729447,9
2025-01-03 00:00:29,1.4415988998822025,5.069702259339459,15.434210995947062,108.69696595314551,7
2025-01-03 00:00:30,2.489625036142654,1.046292915152614,3.6968365699676515,86.24210565321508,2
